x,y,u,qn
6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
6.250000000000000e-01,3.125000000000000e-02,-2.032549740989022e-05,3.974639241608423e-03
6.250000000000000e-01,6.250000000000000e-02,-3.308629387569051e-05,6.322971438015891e-03
6.250000000000000e-01,9.375000000000000e-02,-3.893087615609734e-05,7.211231437638521e-03
6.250000000000000e-01,1.250000000000000e-01,-3.849706792534052e-05,6.779391893541129e-03
6.250000000000000e-01,1.562500000000000e-01,-3.241700073785627e-05,5.162020776458120e-03
6.250000000000000e-01,1.875000000000000e-01,-2.131905533222485e-05,2.492593608474885e-03
6.250000000000000e-01,2.187500000000000e-01,-5.828842305609823e-06,-1.095591904986816e-03
6.250000000000000e-01,2.500000000000000e-01,1.343019702345439e-05,-5.469225185709753e-03
6.250000000000000e-01,2.812500000000000e-01,3.583637320873558e-05,-1.049495110637347e-02
6.250000000000000e-01,3.125000000000000e-01,6.076943413564231e-05,-1.603937282429933e-02
6.250000000000000e-01,3.437500000000000e-01,8.761031424488178e-05,-2.196906077503863e-02
6.250000000000000e-01,3.750000000000000e-01,1.157409259728622e-04,-2.815056147671691e-02
6.250000000000000e-01,4.062500000000000e-01,1.445439803710576e-04,-3.445040500927293e-02
6.250000000000000e-01,4.375000000000000e-01,1.734028284357736e-04,-4.073511125133704e-02
6.250000000000000e-01,4.687500000000000e-01,2.017013173226149e-04,-4.687119519648873e-02
6.250000000000000e-01,5.000000000000000e-01,2.288236572337818e-04,-5.272517168074375e-02
6.250000000000000e-01,5.312500000000000e-01,2.541542957923528e-04,-5.816355983166120e-02
6.250000000000000e-01,5.625000000000000e-01,2.770777973920407e-04,-6.305288755514803e-02
6.250000000000000e-01,5.937500000000000e-01,2.969787254719628e-04,-6.725969643987008e-02
6.250000000000000e-01,6.250000000000000e-01,3.132415260073998e-04,-7.065054762365845e-02
6.250000000000000e-01,6.562500000000000e-01,3.252504108116419e-04,-7.309202951807717e-02
6.250000000000000e-01,6.875000000000000e-01,3.323892396152793e-04,-7.445076901853448e-02
6.250000000000000e-01,7.187500000000000e-01,3.340414005094994e-04,-7.459344938992689e-02
6.250000000000000e-01,7.500000000000000e-01,3.295896895905729e-04,-7.338684155705176e-02
6.250000000000000e-01,7.812500000000000e-01,3.184161934195941e-04,-7.069786422805556e-02
6.250000000000000e-01,8.125000000000000e-01,2.999021845263099e-04,-6.639371197592510e-02
6.250000000000000e-01,8.437500000000000e-01,2.734280572333630e-04,-6.034216308176861e-02
6.250000000000000e-01,8.750000000000000e-01,2.383733795718794e-04,-5.241243111923314e-02
6.250000000000000e-01,9.062500000000000e-01,1.941172920217871e-04,-4.247790516352552e-02
6.250000000000000e-01,9.375000000000000e-01,1.400400427619439e-04,-3.042631919785779e-02
6.250000000000000e-01,9.687500000000000e-01,7.552870040444474e-05,-1.620219186338704e-02
6.250000000000000e-01,1.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
