x,y,T,ux,uy,qn,tx,ty
6.2500000000000000e-01,2.5568181818181818e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,2.6704545454545453e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,2.7840909090909088e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,2.8977272727272729e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.0113636363636365e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.1250000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.2386363636363635e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.3522727272727271e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.4659090909090906e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.5795454545454547e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.6931818181818182e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.8068181818181818e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,3.9204545454545459e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.0340909090909094e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.1477272727272729e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.2613636363636365e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.3750000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.4886363636363635e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.6022727272727271e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.7159090909090906e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.8295454545454541e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,4.9431818181818182e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.0568181818181812e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.1704545454545459e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.2840909090909083e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.3977272727272729e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.5113636363636365e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.6250000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.7386363636363635e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.8522727272727271e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,5.9659090909090917e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.0795454545454541e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.1931818181818188e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.3068181818181812e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.4204545454545459e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.5340909090909083e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.6477272727272729e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.7613636363636365e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.8750000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,6.9886363636363635e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,7.1022727272727271e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,7.2159090909090917e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,7.3295454545454541e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
6.2500000000000000e-01,7.4431818181818188e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0,0.0,0.0
