x, y, u, qn
0.625, 0.26136363636363635, 0.0004157557867779891, -0.004318820264959632
0.625, 0.2840909090909091, 0.00047230764631957885, -0.0038789717712437236
0.625, 0.3068181818181818, 0.00047230764631957885, -0.0038789717712437236
0.625, 0.32954545454545453, 0.00047230764631957885, -0.0038789717712437236
0.625, 0.3522727272727273, 0.0005126146164332981, -0.0039047658125294232
0.625, 0.375, 0.0005126146164332981, -0.0039047658125294232
0.625, 0.3977272727272727, 0.0005126146164332981, -0.0039047658125294232
0.625, 0.42045454545454547, 0.0005367465412944398, -0.004000922450510605
0.625, 0.4431818181818182, 0.0005367465412944398, -0.004000922450510605
0.625, 0.4659090909090909, 0.0005367465412944398, -0.004000922450510605
0.625, 0.48863636363636365, 0.0005447946555894126, -0.004044867806918956
0.625, 0.5113636363636364, 0.0005447946555894126, -0.004044867806918956
0.625, 0.5340909090909091, 0.0005367966249344115, -0.004008065540460001
0.625, 0.5568181818181818, 0.0005367966249344115, -0.004008065540460001
0.625, 0.5795454545454546, 0.0005367966249344115, -0.004008065540460001
0.625, 0.6022727272727273, 0.0005127192454377533, -0.003922030552601027
0.625, 0.625, 0.0005127192454377533, -0.003922030552601027
0.625, 0.6477272727272727, 0.0005127192454377533, -0.003922030552601027
0.625, 0.6704545454545454, 0.0004724776063148525, -0.003915444867835793
0.625, 0.6931818181818182, 0.0004724776063148525, -0.003915444867835793
0.625, 0.7159090909090909, 0.0004724776063148525, -0.003915444867835793
0.625, 0.7386363636363636, 0.0004160138713074484, -0.004401854832195365
