x,y,ux,uy,tx,ty
2.556818181818182e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,0.000000000000000e+00,0.000000000000000e+00
2.670454545454545e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,0.000000000000000e+00,0.000000000000000e+00
2.784090909090909e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,0.000000000000000e+00,0.000000000000000e+00
2.897727272727273e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,0.000000000000000e+00,0.000000000000000e+00
3.011363636363636e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,0.000000000000000e+00,0.000000000000000e+00
3.125000000000000e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.238636363636364e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.352272727272727e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.465909090909091e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.579545454545455e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.693181818181818e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.806818181818182e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
3.920454545454546e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
4.034090909090909e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
4.147727272727273e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
4.261363636363636e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,0.000000000000000e+00,0.000000000000000e+00
4.375000000000000e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,0.000000000000000e+00,0.000000000000000e+00
4.488636363636364e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,0.000000000000000e+00,0.000000000000000e+00
4.602272727272727e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,0.000000000000000e+00,0.000000000000000e+00
4.715909090909091e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,0.000000000000000e+00,0.000000000000000e+00
4.829545454545454e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,0.000000000000000e+00,0.000000000000000e+00
4.943181818181818e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,0.000000000000000e+00,0.000000000000000e+00
