x,y,ux,uy,tx,ty
2.556818181818182e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,-1.581820250606665e-04,-3.888462701827252e-04
2.670454545454545e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,-1.581820250606665e-04,-3.888462701827252e-04
2.784090909090909e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,-1.581820250606665e-04,-3.888462701827252e-04
2.897727272727273e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,-1.581820250606665e-04,-3.888462701827252e-04
3.011363636363636e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,-1.581820250606665e-04,-3.888462701827252e-04
3.125000000000000e-01,6.250000000000000e-01,2.916783730448944e-07,3.126274509261500e-07,-1.581820250606665e-04,-3.888462701827252e-04
3.238636363636364e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
3.352272727272727e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
3.465909090909091e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
3.579545454545455e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
3.693181818181818e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
3.806818181818182e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
3.920454545454546e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
4.034090909090909e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
4.147727272727273e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
4.261363636363636e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
4.375000000000000e-01,6.250000000000000e-01,-5.271790958712396e-08,1.557192154551193e-07,1.258396814603663e-03,-6.043265183489181e-04
4.488636363636364e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
4.602272727272727e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
4.715909090909091e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
4.829545454545454e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
4.943181818181818e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.056818181818181e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.170454545454546e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.284090909090908e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.397727272727273e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.511363636363636e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.625000000000000e-01,6.250000000000000e-01,-3.836952003738037e-07,-2.612987261494459e-07,1.954927630408587e-03,6.119844356919263e-04
5.738636363636364e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
5.852272727272727e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
5.965909090909092e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.079545454545454e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.193181818181819e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.306818181818181e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.420454545454546e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.534090909090908e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.647727272727273e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.761363636363636e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.875000000000000e-01,6.250000000000000e-01,-2.323178638318697e-07,-2.885726983670683e-07,-6.660961583703225e-04,5.039191675344146e-04
6.988636363636364e-01,6.250000000000000e-01,-6.617595606817634e-08,-1.785132678212615e-07,-2.448817201640766e-03,5.018482388117528e-04
7.102272727272727e-01,6.250000000000000e-01,-6.617595606817634e-08,-1.785132678212615e-07,-2.448817201640766e-03,5.018482388117528e-04
7.215909090909092e-01,6.250000000000000e-01,-6.617595606817634e-08,-1.785132678212615e-07,-2.448817201640766e-03,5.018482388117528e-04
7.329545454545454e-01,6.250000000000000e-01,-6.617595606817634e-08,-1.785132678212615e-07,-2.448817201640766e-03,5.018482388117528e-04
7.443181818181819e-01,6.250000000000000e-01,-6.617595606817634e-08,-1.785132678212615e-07,-2.448817201640766e-03,5.018482388117528e-04
