x,y,u,qn
2.556818181818182e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
2.670454545454545e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
2.784090909090909e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
2.897727272727273e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.011363636363636e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.125000000000000e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.238636363636364e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.352272727272727e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.465909090909091e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.579545454545455e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.693181818181818e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.806818181818182e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
3.920454545454546e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.034090909090909e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.147727272727273e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.261363636363636e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.375000000000000e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.488636363636364e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.602272727272727e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.715909090909091e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.829545454545455e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
4.943181818181818e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.056818181818181e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.170454545454546e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.284090909090909e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.397727272727273e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.511363636363636e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.625000000000000e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.738636363636364e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.852272727272727e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
5.965909090909092e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.079545454545454e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.193181818181819e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.306818181818181e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.420454545454546e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.534090909090909e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.647727272727273e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.761363636363636e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.875000000000000e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
6.988636363636364e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
7.102272727272727e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
7.215909090909092e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
7.329545454545454e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
7.443181818181819e-01,6.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
