iteration,interface_residual
2,1.3077830295867428
3,1.1560503064845511
4,0.95366536314150296
5,0.63908230800501276
6,0.37566080922907491
7,0.2375369340944519
8,0.15213631904334757
9,0.088804930524134934
10,0.054805109490165115
11,0.036810087192208789
12,0.022549276231708642
13,0.013014382274077536
14,0.0087001243311488272
15,0.0056767449984073863
16,0.0032740231067234287
17,0.0020614391545405331
18,0.0014004372388192201
19,0.00085619525616299416
20,0.0005033859613533156
21,0.00034136794864958312
22,0.00022225275730506622
23,0.00012992455937202912
24,8.3702200826705613e-05
25,5.6511179454478785e-05
26,3.4541266860519014e-05
27,2.1004558142332483e-05
28,1.4252283328137061e-05
29,9.1755361654941669e-06
30,5.4738150612365631e-06
31,3.6123009555021587e-06
32,2.4181692981416881e-06
33,1.4719344544148154e-06
34,9.242964922307166e-07
