iteration,interface_residual
2,1.4502032927143853
3,1.4222992477995779
4,1.289279045506674
5,1.1700033267963734
6,1.2536862299529457
7,1.1995905517312795
8,0.79190226323173718
9,0.4548236627462845
10,0.2999789158729762
11,0.20428149710484328
12,0.13138651772211529
13,0.089525786666794463
14,0.063619238438370251
15,0.041465795260662783
16,0.025443674145615758
17,0.01753846989823532
18,0.012194541319412592
19,0.007667918268132296
20,0.0048922391540327827
21,0.0034916992920052911
22,0.0023665721647496171
23,0.0014455472574124739
24,0.00096981548082235454
25,0.00069342195800647965
26,0.00045205334989442561
27,0.00027633773123498482
28,0.00019458134266573415
29,0.00013696026409140832
30,8.5673662241905293e-05
31,5.424276429135913e-05
32,3.912543559295527e-05
33,2.6728687474313105e-05
34,1.6242612091488417e-05
35,1.0877283190561041e-05
36,7.841439510064878e-06
37,5.1417647297538745e-06
38,3.1213132088342501e-06
39,2.1983574213032696e-06
40,1.5576705747204027e-06
41,9.781917169626102e-07
