x,y,T,ux,uy,qn,tx,ty
6.25000000000e-01,2.55681818182e-01,3.95212039507e-02,-1.85541690417e-03,-1.08894101132e-03,5.62511849986e-02,-5.27296290629e+00,-1.78700275421e+00
6.25000000000e-01,2.67045454545e-01,4.12643815045e-02,-1.89320794486e-03,-1.04817715431e-03,5.86038438901e-02,-5.02159677228e+00,-1.69277908080e+00
6.25000000000e-01,2.78409090909e-01,4.30075590583e-02,-1.93099898555e-03,-1.00741329729e-03,6.09565027816e-02,-4.77023063826e+00,-1.59855540739e+00
6.25000000000e-01,2.89772727273e-01,4.47507366120e-02,-1.96879002624e-03,-9.66649440276e-04,6.33091616731e-02,-4.51886450425e+00,-1.50433173398e+00
6.25000000000e-01,3.01136363636e-01,4.64939141658e-02,-2.00658106692e-03,-9.25885583260e-04,6.56618205646e-02,-4.26749837023e+00,-1.41010806058e+00
6.25000000000e-01,3.12500000000e-01,4.82370917196e-02,-2.04437210761e-03,-8.85121726245e-04,6.80144794561e-02,-4.01613223622e+00,-1.31588438717e+00
6.25000000000e-01,3.23863636364e-01,4.98187031246e-02,-2.07154245061e-03,-8.18383814670e-04,7.01070482179e-02,-4.06741276464e+00,-1.28007297537e+00
6.25000000000e-01,3.35227272727e-01,5.14003145295e-02,-2.09871279362e-03,-7.51645903095e-04,7.21996169797e-02,-4.11869329306e+00,-1.24426156357e+00
6.25000000000e-01,3.46590909091e-01,5.29819259345e-02,-2.12588313662e-03,-6.84907991520e-04,7.42921857414e-02,-4.16997382148e+00,-1.20845015177e+00
6.25000000000e-01,3.57954545455e-01,5.45635373395e-02,-2.15305347962e-03,-6.18170079945e-04,7.63847545032e-02,-4.22125434990e+00,-1.17263873997e+00
6.25000000000e-01,3.69318181818e-01,5.61451487444e-02,-2.18022382263e-03,-5.51432168370e-04,7.84773232650e-02,-4.27253487832e+00,-1.13682732817e+00
6.25000000000e-01,3.80681818182e-01,5.76066884006e-02,-2.18268350597e-03,-4.66532273736e-04,8.03918758050e-02,-4.20861535790e+00,-8.96362350128e-01
6.25000000000e-01,3.92045454545e-01,5.89481563080e-02,-2.16043252964e-03,-3.63470396043e-04,8.21284121232e-02,-4.02949578864e+00,-4.51243805845e-01
6.25000000000e-01,4.03409090909e-01,6.02896242154e-02,-2.13818155331e-03,-2.60408518350e-04,8.38649484414e-02,-3.85037621938e+00,-6.12526156091e-03
6.25000000000e-01,4.14772727273e-01,6.16310921227e-02,-2.11593057698e-03,-1.57346640657e-04,8.56014847596e-02,-3.67125665012e+00,4.38993282723e-01
