iteration,interface_residual
2,1.1802231880679153
3,0.75333871025123089
4,0.54203841393510566
5,0.35018010175662229
6,0.1827565285573321
7,0.14356728519523873
8,0.08930338359598794
9,0.040244122356051688
10,0.029266980989610537
11,0.019213712762783563
12,0.0089233658807950245
13,0.0063573061176483417
14,0.0043050554372414318
15,0.0020470576230829434
16,0.0013571171207308879
17,0.00094549074219057517
18,0.00047079212556982975
19,0.00028380704475652245
20,0.00020474180985652113
21,0.00010959226671029623
22,5.8337288182201403e-05
23,4.3982631081397636e-05
24,2.5968000493066138e-05
25,1.2366913541457779e-05
26,9.6397189540106347e-06
27,6.1821031208777531e-06
28,2.8401735452109116e-06
29,2.1773765830602278e-06
30,1.4543911209869227e-06
31,6.7625840177211677e-07
