iteration,interface_residual
2,1.3530772411696628
3,0.90751542669411012
4,0.68027205230689802
5,0.4580690149898517
6,0.19779163137592934
7,0.18148337067803105
8,0.11394777456027971
9,0.04494140063601685
10,0.038343098741530995
11,0.024328769388456632
12,0.0098954190580729066
13,0.0087542090572175837
14,0.0056079823571910598
15,0.0022508784838188548
16,0.0020085246059794049
17,0.0012959164608031606
18,0.00051893846634394538
19,0.00046665048460670577
20,0.00030176549966037049
21,0.00012065257408296636
22,0.00010872232088101
23,7.032883227745474e-05
24,2.8119694512596985e-05
25,2.5346006940693606e-05
26,1.6390380031186933e-05
27,6.5557744022318101e-06
28,5.9057577797899147e-06
29,3.8176748999476914e-06
30,1.5276882070251364e-06
31,1.3752523039857323e-06
32,8.8877926996998109e-07
