x,y,T,ux,uy,qn,tx,ty
6.25000000000e-01,2.55681818182e-01,3.95498405735e-02,-1.84316180469e-03,-1.08859524756e-03,-5.64204857537e-02,5.75538878192e+00,2.61608390908e+00
6.25000000000e-01,2.67045454545e-01,4.13274882528e-02,-1.89938826818e-03,-1.05001973824e-03,-5.88158073772e-02,5.74688925188e+00,2.44819783763e+00
6.25000000000e-01,2.78409090909e-01,4.31051359320e-02,-1.95561473166e-03,-1.01144422892e-03,-6.12111290006e-02,5.73838972184e+00,2.28031176618e+00
6.25000000000e-01,2.89772727273e-01,4.48370068726e-02,-1.99352356266e-03,-9.57771719500e-04,-6.35270185378e-02,5.64723349961e+00,2.08225575076e+00
6.25000000000e-01,3.01136363636e-01,4.65536189004e-02,-2.02532651616e-03,-8.99066876712e-04,-6.58164307130e-02,5.52852504666e+00,1.87414308734e+00
6.25000000000e-01,3.12500000000e-01,4.82702309281e-02,-2.05712946967e-03,-8.40362033925e-04,-6.81058428881e-02,5.40981659370e+00,1.66603042393e+00
6.25000000000e-01,3.23863636364e-01,4.99061060293e-02,-2.06631259656e-03,-7.58183459279e-04,-7.02654026444e-02,5.24210295463e+00,1.30639227517e+00
6.25000000000e-01,3.35227272727e-01,5.15419811304e-02,-2.07549572344e-03,-6.76004884633e-04,-7.24249624006e-02,5.07438931557e+00,9.46754126411e-01
6.25000000000e-01,3.46590909091e-01,5.31527463194e-02,-2.07955726847e-03,-5.91424623976e-04,-7.45460730913e-02,4.89788216650e+00,6.03677232105e-01
6.25000000000e-01,3.57954545455e-01,5.46881817716e-02,-2.06825406792e-03,-4.99639305287e-04,-7.65518365855e-02,4.69499448741e+00,3.10284101161e-01
6.25000000000e-01,3.69318181818e-01,5.62236172238e-02,-2.05695086737e-03,-4.07853986598e-04,-7.85576000797e-02,4.49210680832e+00,1.68909702170e-02
6.25000000000e-01,3.80681818182e-01,5.76989809950e-02,-2.03084131451e-03,-3.08648599441e-04,-8.04744929060e-02,4.20661157668e+00,-3.25377155283e-01
6.25000000000e-01,3.92045454545e-01,5.91142730852e-02,-1.98992540932e-03,-2.02023143815e-04,-8.23025150644e-02,3.83850879249e+00,-7.16520275340e-01
6.25000000000e-01,4.03409090909e-01,6.05295651754e-02,-1.94900950414e-03,-9.53976881882e-05,-8.41305372228e-02,3.47040600831e+00,-1.10766339540e+00
6.25000000000e-01,4.14772727273e-01,6.18399714880e-02,-1.89464319058e-03,1.21500391892e-05,-8.58072933980e-02,3.11084158982e+00,-1.40116220875e+00
6.25000000000e-01,4.26136363636e-01,6.31154158749e-02,-1.83579340756e-03,1.20005190484e-04,-8.74336275788e-02,2.75412329324e+00,-1.66211291987e+00
6.25000000000e-01,4.37500000000e-01,6.43908602617e-02,-1.77694362455e-03,2.27860341778e-04,-8.90599617596e-02,2.39740499665e+00,-1.92306363099e+00
6.25000000000e-01,4.48863636364e-01,6.55067522728e-02,-1.70478169831e-03,3.39157759493e-04,-9.04606594169e-02,2.08689315076e+00,-2.19606847420e+00
6.25000000000e-01,4.60227272727e-01,6.66226442838e-02,-1.63261977207e-03,4.50455177207e-04,-9.18613570743e-02,1.77638130487e+00,-2.46907331742e+00
6.25000000000e-01,4.71590909091e-01,6.76937220138e-02,-1.55309851508e-03,5.63025981683e-04,-9.31996578996e-02,1.41483537953e+00,-2.76711246943e+00
6.25000000000e-01,4.82954545455e-01,6.86303569008e-02,-1.45149926584e-03,6.79416946445e-04,-9.43507682290e-02,9.00187215840e-01,-3.14025454781e+00
6.25000000000e-01,4.94318181818e-01,6.95669917878e-02,-1.34990001660e-03,7.95807911207e-04,-9.55018785584e-02,3.85539052151e-01,-3.51339662619e+00
6.25000000000e-01,5.05681818182e-01,7.04041458173e-02,-1.24587804410e-03,9.05553253232e-04,-9.65162184950e-02,-8.18787568106e-02,-3.76622876622e+00
6.25000000000e-01,5.17045454545e-01,7.11418189893e-02,-1.13943334833e-03,1.00865297252e-03,-9.73937880389e-02,-5.02066211046e-01,-3.89875096789e+00
6.25000000000e-01,5.28409090909e-01,7.18794921613e-02,-1.03298865256e-03,1.11175269181e-03,-9.82713575828e-02,-9.22253665281e-01,-4.03127316956e+00
6.25000000000e-01,5.39772727273e-01,7.24531658935e-02,-9.16602654420e-04,1.21262530993e-03,-9.89258041115e-02,-1.32315527219e+00,-4.19878908496e+00
6.25000000000e-01,5.51136363636e-01,7.29721731457e-02,-7.96902888821e-04,1.31275556099e-03,-9.95058763017e-02,-1.71762826331e+00,-4.37796957161e+00
6.25000000000e-01,5.62500000000e-01,7.34911803979e-02,-6.77203123221e-04,1.41288581205e-03,-1.00085948492e-01,-2.11210125444e+00,-4.55715005825e+00
6.25000000000e-01,5.73863636364e-01,7.37718181547e-02,-5.53684083223e-04,1.49923057504e-03,-1.00344563096e-01,-2.43160428211e+00,-4.63889533500e+00
