x,y,T,ux,uy,qn,tx,ty
6.25000000000e-01,2.55681818182e-01,3.95212040427e-02,-1.85541664664e-03,-1.08894078842e-03,-5.60926866006e-02,5.19460657064e+00,1.87147854699e+00
6.25000000000e-01,2.67045454545e-01,4.12643816004e-02,-1.89320767265e-03,-1.04817693862e-03,-5.84293622693e-02,5.01439796081e+00,1.77106944891e+00
6.25000000000e-01,2.78409090909e-01,4.30075591581e-02,-1.93099869866e-03,-1.00741308883e-03,-6.07660379380e-02,4.83418935098e+00,1.67066035083e+00
6.25000000000e-01,2.89772727273e-01,4.47507367158e-02,-1.96878972467e-03,-9.66649239031e-04,-6.31027136067e-02,4.65398074115e+00,1.57025125276e+00
6.25000000000e-01,3.01136363636e-01,4.64939142735e-02,-2.00658075067e-03,-9.25885389235e-04,-6.54393892754e-02,4.47377213131e+00,1.46984215468e+00
6.25000000000e-01,3.12500000000e-01,4.82370918312e-02,-2.04437177668e-03,-8.85121539438e-04,-6.77760649441e-02,4.29356352148e+00,1.36943305660e+00
6.25000000000e-01,3.23863636364e-01,4.98187032397e-02,-2.07154210900e-03,-8.18383640977e-04,-6.98526433652e-02,4.25600311803e+00,1.25566808901e+00
6.25000000000e-01,3.35227272727e-01,5.14003146482e-02,-2.09871244132e-03,-7.51645742516e-04,-7.19292217864e-02,4.21844271458e+00,1.14190312141e+00
6.25000000000e-01,3.46590909091e-01,5.29819260567e-02,-2.12588277365e-03,-6.84907844055e-04,-7.40058002075e-02,4.18088231113e+00,1.02813815382e+00
6.25000000000e-01,3.57954545455e-01,5.45635374652e-02,-2.15305310597e-03,-6.18169945594e-04,-7.60823786287e-02,4.14332190768e+00,9.14373186228e-01
6.25000000000e-01,3.69318181818e-01,5.61451488737e-02,-2.18022343829e-03,-5.51432047133e-04,-7.81589570498e-02,4.10576150423e+00,8.00608218635e-01
6.25000000000e-01,3.80681818182e-01,5.76066885331e-02,-2.18268311408e-03,-4.66532167517e-04,-8.00575131691e-02,4.01332032286e+00,5.79236622629e-01
6.25000000000e-01,3.92045454545e-01,5.89481564434e-02,-2.16043213333e-03,-3.63470306744e-04,-8.17780469864e-02,3.86599836357e+00,2.50258398209e-01
6.25000000000e-01,4.03409090909e-01,6.02896243537e-02,-2.13818115258e-03,-2.60408445971e-04,-8.34985808038e-02,3.71867640429e+00,-7.87198262105e-02
6.25000000000e-01,4.14772727273e-01,6.16310922640e-02,-2.11593017183e-03,-1.57346585199e-04,-8.52191146211e-02,3.57135444500e+00,-4.07698050630e-01
6.25000000000e-01,4.26136363636e-01,6.29725601744e-02,-2.09367919108e-03,-5.42847244258e-05,-8.69396484385e-02,3.42403248572e+00,-7.36676275050e-01
6.25000000000e-01,4.37500000000e-01,6.43140280847e-02,-2.07142821033e-03,4.87771363469e-05,-8.86601822558e-02,3.27671052643e+00,-1.06565449947e+00
6.25000000000e-01,4.48863636364e-01,6.53367632295e-02,-2.00814869459e-03,1.52869136247e-04,-8.99286558638e-02,3.00845208694e+00,-1.31557512686e+00
6.25000000000e-01,4.60227272727e-01,6.63594983743e-02,-1.94486917885e-03,2.56961136148e-04,-9.11971294717e-02,2.74019364745e+00,-1.56549575426e+00
6.25000000000e-01,4.71590909091e-01,6.73822335190e-02,-1.88158966310e-03,3.61053136049e-04,-9.24656030797e-02,2.47193520796e+00,-1.81541638165e+00
6.25000000000e-01,4.82954545455e-01,6.84049686638e-02,-1.81831014736e-03,4.65145135949e-04,-9.37340766877e-02,2.20367676847e+00,-2.06533700905e+00
6.25000000000e-01,4.94318181818e-01,6.94277038086e-02,-1.75503063162e-03,5.69237135850e-04,-9.50025502956e-02,1.93541832898e+00,-2.31525763644e+00
6.25000000000e-01,5.05681818182e-01,7.02517793538e-02,-1.66385569473e-03,6.77389004141e-04,-9.59969463758e-02,1.55279766423e+00,-2.59174421618e+00
6.25000000000e-01,5.17045454545e-01,7.08771952995e-02,-1.54478533670e-03,7.89600740823e-04,-9.67172649282e-02,1.05581477422e+00,-2.89479674827e+00
6.25000000000e-01,5.28409090909e-01,7.15026112452e-02,-1.42571497867e-03,9.01812477505e-04,-9.74375834806e-02,5.58831884211e-01,-3.19784928036e+00
6.25000000000e-01,5.39772727273e-01,7.21280271909e-02,-1.30664462064e-03,1.01402421419e-03,-9.81579020330e-02,6.18489942039e-02,-3.50090181245e+00
6.25000000000e-01,5.51136363636e-01,7.27534431366e-02,-1.18757426261e-03,1.12623595087e-03,-9.88782205854e-02,-4.35133895804e-01,-3.80395434454e+00
6.25000000000e-01,5.62500000000e-01,7.33788590823e-02,-1.06850390458e-03,1.23844768755e-03,-9.95985391378e-02,-9.32116785811e-01,-4.10700687663e+00
