x,y,T,ux,uy,qn,tx,ty
6.25000000000e-01,2.55681818182e-01,3.94436624521e-02,-1.83280582958e-03,-1.34024223096e-03,5.54058911164e-02,-4.56484970080e+00,-2.29790404573e+00
6.25000000000e-01,2.67045454545e-01,4.10897713240e-02,-1.87173454682e-03,-1.30794015763e-03,5.76581109935e-02,-4.42467804022e+00,-2.24922474732e+00
6.25000000000e-01,2.78409090909e-01,4.27358801959e-02,-1.91066326406e-03,-1.27563808430e-03,5.99103308705e-02,-4.28450637964e+00,-2.20054544892e+00
6.25000000000e-01,2.89772727273e-01,4.43819890678e-02,-1.94959198130e-03,-1.24333601097e-03,6.21625507476e-02,-4.14433471906e+00,-2.15186615052e+00
6.25000000000e-01,3.01136363636e-01,4.60280979396e-02,-1.98852069854e-03,-1.21103393765e-03,6.44147706246e-02,-4.00416305848e+00,-2.10318685211e+00
6.25000000000e-01,3.12500000000e-01,4.76742068115e-02,-2.02744941578e-03,-1.17873186432e-03,6.66669905017e-02,-3.86399139790e+00,-2.05450755371e+00
6.25000000000e-01,3.23863636364e-01,4.93203156834e-02,-2.06637813301e-03,-1.14642979099e-03,6.89192103788e-02,-3.72381973732e+00,-2.00582825531e+00
6.25000000000e-01,3.35227272727e-01,5.09664245552e-02,-2.10530685025e-03,-1.11412771767e-03,7.11714302558e-02,-3.58364807674e+00,-1.95714895690e+00
6.25000000000e-01,3.46590909091e-01,5.26125334271e-02,-2.14423556749e-03,-1.08182564434e-03,7.34236501329e-02,-3.44347641616e+00,-1.90846965850e+00
6.25000000000e-01,3.57954545455e-01,5.42586422990e-02,-2.18316428473e-03,-1.04952357101e-03,7.56758700099e-02,-3.30330475558e+00,-1.85979036010e+00
6.25000000000e-01,3.69318181818e-01,5.59047511709e-02,-2.22209300197e-03,-1.01722149768e-03,7.79280898870e-02,-3.16313309500e+00,-1.81111106169e+00
6.25000000000e-01,3.80681818182e-01,5.73115270033e-02,-2.23652081183e-03,-9.59223122718e-04,7.98193333061e-02,-3.04138129085e+00,-1.73210273370e+00
6.25000000000e-01,3.92045454545e-01,5.84789697963e-02,-2.22644771430e-03,-8.75528446113e-04,8.13496002672e-02,-2.93804934314e+00,-1.62276537613e+00
6.25000000000e-01,4.03409090909e-01,5.96464125893e-02,-2.21637461677e-03,-7.91833769509e-04,8.28798672283e-02,-2.83471739543e+00,-1.51342801856e+00
6.25000000000e-01,4.14772727273e-01,6.08138553823e-02,-2.20630151924e-03,-7.08139092904e-04,8.44101341895e-02,-2.73138544771e+00,-1.40409066099e+00
6.25000000000e-01,4.26136363636e-01,6.19812981753e-02,-2.19622842171e-03,-6.24444416300e-04,8.59404011506e-02,-2.62805350000e+00,-1.29475330341e+00
6.25000000000e-01,4.37500000000e-01,6.31487409683e-02,-2.18615532418e-03,-5.40749739695e-04,8.74706681117e-02,-2.52472155228e+00,-1.18541594584e+00
6.25000000000e-01,4.48863636364e-01,6.43161837614e-02,-2.17608222666e-03,-4.57055063091e-04,8.90009350729e-02,-2.42138960457e+00,-1.07607858827e+00
6.25000000000e-01,4.60227272727e-01,6.54836265544e-02,-2.16600912913e-03,-3.73360386486e-04,9.05312020340e-02,-2.31805765686e+00,-9.66741230695e-01
6.25000000000e-01,4.71590909091e-01,6.66510693474e-02,-2.15593603160e-03,-2.89665709882e-04,9.20614689952e-02,-2.21472570914e+00,-8.57403873122e-01
6.25000000000e-01,4.82954545455e-01,6.78185121404e-02,-2.14586293407e-03,-2.05971033277e-04,9.35917359563e-02,-2.11139376143e+00,-7.48066515549e-01
6.25000000000e-01,4.94318181818e-01,6.89859549334e-02,-2.13578983654e-03,-1.22276356673e-04,9.51220029174e-02,-2.00806181372e+00,-6.38729157976e-01
6.25000000000e-01,5.05681818182e-01,6.97587380390e-02,-2.10287096291e-03,-2.37635138166e-05,9.60997256811e-02,-1.94108911529e+00,-4.37103225400e-01
6.25000000000e-01,5.17045454545e-01,7.01368614572e-02,-2.04710631315e-03,8.95674952917e-05,9.65249042473e-02,-1.91047566614e+00,-1.43188717820e-01
6.25000000000e-01,5.28409090909e-01,7.05149848754e-02,-1.99134166341e-03,2.02898504400e-04,9.69500828135e-02,-1.87986221700e+00,1.50725789760e-01
6.25000000000e-01,5.39772727273e-01,7.08931082937e-02,-1.93557701365e-03,3.16229513508e-04,9.73752613796e-02,-1.84924876786e+00,4.44640297340e-01
6.25000000000e-01,5.51136363636e-01,7.12712317119e-02,-1.87981236390e-03,4.29560522616e-04,9.78004399458e-02,-1.81863531871e+00,7.38554804920e-01
6.25000000000e-01,5.62500000000e-01,7.16493551301e-02,-1.82404771415e-03,5.42891531725e-04,9.82256185120e-02,-1.78802186957e+00,1.03246931250e+00
6.25000000000e-01,5.73863636364e-01,7.20274785483e-02,-1.76828306441e-03,6.56222540833e-04,9.86507970782e-02,-1.75740842043e+00,1.32638382008e+00
6.25000000000e-01,5.85227272727e-01,7.24056019665e-02,-1.71251841466e-03,7.69553549941e-04,9.90759756444e-02,-1.72679497128e+00,1.62029832766e+00
6.25000000000e-01,5.96590909091e-01,7.27837253848e-02,-1.65675376490e-03,8.82884559049e-04,9.95011542105e-02,-1.69618152214e+00,1.91421283524e+00
6.25000000000e-01,6.07954545455e-01,7.31618488030e-02,-1.60098911516e-03,9.96215568158e-04,9.99263327767e-02,-1.66556807300e+00,2.20812734282e+00
6.25000000000e-01,6.19318181818e-01,7.35399722212e-02,-1.54522446540e-03,1.10954657727e-03,1.00351511343e-01,-1.63495462385e+00,2.50204185040e+00
6.25000000000e-01,6.30681818182e-01,7.33688569890e-02,-1.44170222406e-03,1.20527108434e-03,1.00021185535e-01,-1.36556983126e+00,2.76770713986e+00
6.25000000000e-01,6.42045454545e-01,7.26485031065e-02,-1.29042239112e-03,1.28338908937e-03,9.89353553518e-02,-8.57413695223e-01,3.00512321120e+00
6.25000000000e-01,6.53409090909e-01,7.19281492239e-02,-1.13914255818e-03,1.36150709440e-03,9.78495251690e-02,-3.49257559185e-01,3.24253928254e+00
6.25000000000e-01,6.64772727273e-01,7.12077953414e-02,-9.87862725240e-04,1.43962509943e-03,9.67636949862e-02,1.58898576854e-01,3.47995535388e+00
6.25000000000e-01,6.76136363636e-01,7.04874414588e-02,-8.36582892300e-04,1.51774310447e-03,9.56778648034e-02,6.67054712892e-01,3.71737142522e+00
6.25000000000e-01,6.87500000000e-01,6.97670875762e-02,-6.85303059360e-04,1.59586110950e-03,9.45920346206e-02,1.17521084893e+00,3.95478749656e+00
6.25000000000e-01,6.98863636364e-01,6.90467336937e-02,-5.34023226419e-04,1.67397911453e-03,9.35062044379e-02,1.68336698497e+00,4.19220356790e+00
6.25000000000e-01,7.10227272727e-01,6.83263798111e-02,-3.82743393479e-04,1.75209711957e-03,9.24203742551e-02,2.19152312101e+00,4.42961963924e+00
6.25000000000e-01,7.21590909091e-01,6.76060259286e-02,-2.31463560539e-04,1.83021512460e-03,9.13345440723e-02,2.69967925704e+00,4.66703571058e+00
6.25000000000e-01,7.32954545455e-01,6.68856720460e-02,-8.01837275991e-05,1.90833312963e-03,9.02487138895e-02,3.20783539308e+00,4.90445178192e+00
6.25000000000e-01,7.44318181818e-01,6.61653181635e-02,7.10961053410e-05,1.98645113466e-03,8.91628837067e-02,3.71599152912e+00,5.14186785326e+00
