iteration,interface_residual
2,1.3309235960366528
3,1.0309922583439957
4,0.71578543548193052
5,0.44859766475848145
6,0.25706152791564113
7,0.16079104671274552
8,0.10035000803260843
9,0.055203111518233837
10,0.033050939417533995
11,0.021538127052434939
12,0.012277513221154704
13,0.0068486567482965027
14,0.0045782257269009275
15,0.0027864666126562764
16,0.0014738392964010326
17,0.00096717620249761518
18,0.000625341311117061
19,0.00033426654355407436
20,0.00020333881526693291
21,0.00013712509093099918
22,7.7900508381274235e-05
23,4.2907552528677028e-05
24,2.954015052766971e-05
25,1.8155405678004906e-05
26,9.4799575838669694e-06
27,6.340708025809993e-06
28,4.1381852643033796e-06
29,2.2099922041709407e-06
30,1.3532791743022252e-06
31,9.1649455900199782e-07
