iteration,interface_residual
2,1.799384238428817
3,1.7195516457211979
4,1.4289727524529086
5,1.5141222943334873
6,1.4198684478459433
7,1.1419075935422451
8,1.1237124301680717
9,1.7617640053805754
10,1.7103277434518744
11,0.74592629877753291
12,0.38984016758314061
13,0.27227484619724196
14,0.17868779043124175
15,0.11004615718356787
16,0.082970401512378888
17,0.058222303192633107
18,0.033734244320510733
19,0.021024406328071673
20,0.015343095886016383
21,0.010034550821278541
22,0.0057238853268908067
23,0.0040598349284750798
24,0.0028839450819551759
25,0.0017275473948744704
26,0.0010527352164954535
27,0.00077426207849115927
28,0.00051850130512872783
29,0.00029474908737346878
30,0.00020277598428977795
31,0.00014582280439500564
32,8.9616172023046636e-05
33,5.29406481893765e-05
34,3.885053291588311e-05
35,2.6583955541339592e-05
36,1.5246696164265237e-05
37,1.013207992306366e-05
38,7.3615535942414941e-06
39,4.6466253472681717e-06
40,2.6813680147175005e-06
41,1.9480466240441206e-06
42,1.3573468928294699e-06
43,7.9096185210059186e-07
