iteration,interface_residual
2,1.4274835897857572
3,1.1497403634699881
4,0.82265810079138979
5,0.52669256517047691
6,0.30797043524251994
7,0.19535003206031437
8,0.12305636722448336
9,0.067976721936690992
10,0.040520702316465422
11,0.026557549954414315
12,0.015313199313892464
13,0.0085521271141852807
14,0.0057416531291002862
15,0.0035349799414452427
16,0.0018864082129391409
17,0.0012371194049532585
18,0.00080740172316451472
19,0.00044013671021165179
20,0.00026754393118321791
21,0.00018121327487562663
22,0.00010549654519233973
23,5.9119104060718248e-05
24,4.0327824551115525e-05
25,2.5208374186299187e-05
26,1.3864871321660651e-05
27,9.0503526918273185e-06
28,5.9049930237033702e-06
29,3.3948528727493527e-06
30,2.0795164280593411e-06
31,1.3675554761935685e-06
32,8.3136987883110364e-07
