>>> A/B lean physics: seed 92 = FULL block, seed 93 = LEAN  2026-09-01 08:59:51
2026-09-01 09:00:57,551 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_78d064bf-d431-4969-9b89-beb1c90932b8.json (1 events)
2026-09-01 09:01:13,268 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:13,268 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:13,270 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:13,270 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:13,271 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:13,271 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:13,271 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:13,271 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:13,274 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:13,274 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:13,275 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:13,277 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:13,277 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:13,277 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:13,277 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:13,277 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:13,277 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:13,278 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:13,280 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:13,280 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:13,280 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:13,280 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:13,281 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:13,283 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:13,283 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:13,283 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:13,283 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:13,283 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:13,283 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:13,286 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:13,286 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:13,286 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:13,286 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:13,286 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:13,286 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:13,289 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:13,289 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:13,291 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:13,291 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:13,291 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:13,291 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:13,291 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:13,291 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:13,292 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:13,292 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:13,297 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:13,297 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:13,297 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:13,299 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:13,299 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:13,304 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:13,340 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:13,341 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:13,356 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_05e30cb2-81b7-40cb-9f90-c1203b7e451d.json (1 events)
2026-09-01 09:01:17,129 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:17,137 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_a7c08941-5f5d-45d9-9e3e-689c0aa4fd5e.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:21,121 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:21,123 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:21,123 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:21,124 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:21,127 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:21,129 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:21,129 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:21,132 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:21,132 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:21,135 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:21,135 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:21,138 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:21,138 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:21,143 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:21,143 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:21,143 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:21,150 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:21,158 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:21,163 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_bc04e096-6046-4e31-83db-3cf5529af0c3.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:22,905 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:22,907 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:22,907 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:22,908 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:22,911 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:22,913 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:22,913 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:22,914 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:22,916 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:22,916 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:22,916 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:22,917 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:22,917 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:22,920 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:22,920 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:22,920 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:22,922 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:22,922 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:22,923 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:22,923 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:22,925 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:22,926 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:22,927 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:22,927 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:22,928 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:22,929 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:22,929 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:22,931 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:22,932 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:22,935 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:22,936 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:22,936 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:22,937 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:22,944 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:22,944 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:22,951 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_aad3ebf6-f962-4d9d-b8a0-8412341c5620.json (1 events)
2026-09-01 09:01:22,954 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:22,960 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_92a00878-612a-44e8-9686-c9bb36f0a657.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:42,889 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:42,891 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:42,892 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:42,892 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:42,895 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:42,895 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:42,897 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:42,898 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:42,898 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:42,898 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:42,898 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:42,901 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:42,901 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:42,901 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:42,904 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:42,904 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:42,905 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:42,905 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:42,906 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:42,906 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:42,908 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:42,908 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:42,910 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:42,910 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:42,913 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:42,913 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:42,913 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:42,913 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:42,913 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:42,918 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:42,918 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:42,918 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:42,922 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:42,925 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:42,926 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:42,931 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:42,938 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_428d9c12-70a7-4294-a2dc-9cf018b6f858.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:50,658 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:50,660 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:50,661 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:50,661 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:50,664 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:50,666 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:50,667 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:50,667 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:50,668 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:50,669 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:50,670 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:50,670 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:50,670 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:50,673 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:50,674 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:50,674 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:50,675 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:50,675 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:50,676 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:50,676 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:50,678 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:50,678 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:50,681 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:50,681 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:50,682 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:50,682 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:50,682 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:50,684 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:50,684 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:50,690 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:50,690 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:50,690 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:50,690 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:50,697 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:50,741 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:51,378 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:51,380 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:51,381 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:51,381 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:51,384 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:51,387 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:51,387 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:51,389 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:51,389 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:51,393 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:51,393 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:51,395 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:51,395 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:51,400 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:51,400 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:51,400 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:51,408 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:51,416 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:51,422 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_416412ff-a136-4071-ac66-9834ec235089.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:54,409 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:54,417 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_036f6a20-b96a-4435-8407-d211b8451eb2.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:381: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-09-01 09:01:55,514 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:55,517 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:55,517 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:55,518 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:55,521 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:55,524 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:55,524 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:55,526 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:55,526 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:55,531 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:55,532 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:55,535 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:55,535 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:55,540 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:55,540 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:55,540 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:55,549 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:55,554 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:55,562 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_0300d1ff-a7b3-40c4-869d-ec6da0359f36.json (1 events)
2026-09-01 09:01:55,804 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:55,806 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:55,807 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:55,807 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:55,811 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:55,813 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:55,813 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:55,816 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:55,816 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:55,820 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:55,820 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:55,822 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:55,822 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:55,827 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:55,827 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:55,827 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:55,835 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:55,839 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:55,846 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_a0fad85a-3d00-47db-a1da-453eb343866a.json (1 events)
2026-09-01 09:01:55,851 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:01:55,853 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:01:55,854 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:01:55,854 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-09-01 09:01:55,858 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-09-01 09:01:55,860 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-09-01 09:01:55,860 [oasis.ngsolve] INFO: NGSolve backend registered
2026-09-01 09:01:55,863 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-09-01 09:01:55,863 [oasis.skfem] INFO: scikit-fem backend registered
2026-09-01 09:01:55,866 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-09-01 09:01:55,866 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-09-01 09:01:55,869 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-09-01 09:01:55,869 [oasis.dune] INFO: DUNE-fem backend registered
2026-09-01 09:01:55,874 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-09-01 09:01:55,874 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-09-01 09:01:55,874 [oasis] INFO: Starting OASiS MCP server
2026-09-01 09:01:55,881 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-09-01 09:01:55,890 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-09-01 09:01:55,896 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_6bd89a72-5944-4818-83e0-6d65b523d039.json (1 events)
2026-09-01 09:02:10,742 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-09-01 09:02:10,744 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-09-01 09:02:10,744 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-09-01 09:02:10,745 [oasis.registry] INFO: Registered backend: deal.II (dealii)
