x,y,T,ux,uy
1.39062500000e+00,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,1.25000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.39062500000e+00,1.25000000000e-01,3.26665651685e-03,1.55733814006e-05,-3.89067173287e-04
1.28125000000e+00,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,2.50000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.28125000000e+00,1.25000000000e-01,6.18749148222e-03,2.80965592866e-05,-7.06556049103e-04
1.39062500000e+00,2.50000000000e-01,6.98101393887e-03,4.73660969478e-05,-4.80016976369e-04
1.17187500000e+00,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,3.75000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.17187500000e+00,1.25000000000e-01,8.73851186386e-03,3.87936146180e-05,-9.53847181310e-04
1.28125000000e+00,2.50000000000e-01,1.31924239326e-02,8.74767233976e-05,-8.67017477446e-04
1.39062500000e+00,3.75000000000e-01,1.04513164403e-02,7.77397458724e-05,-3.43901336604e-04
1.06250000000e+00,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,5.00000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.06250000000e+00,1.25000000000e-01,1.08987912586e-02,4.74514728143e-05,-1.13211596502e-03
1.17187500000e+00,2.50000000000e-01,1.86016840511e-02,1.22902337582e-04,-1.16535383689e-03
1.28125000000e+00,3.75000000000e-01,1.97292255127e-02,1.45044744039e-04,-6.12477136224e-04
1.39062500000e+00,5.00000000000e-01,1.29890793177e-02,9.35851219435e-05,-7.05854743446e-05
9.53125000000e-01,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,6.25000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
9.53125000000e-01,1.25000000000e-01,1.26472449435e-02,5.23365622676e-05,-1.24182853634e-03
1.06250000000e+00,2.50000000000e-01,2.31750153845e-02,1.54849127276e-04,-1.37813391858e-03
1.17187500000e+00,3.75000000000e-01,2.77971975845e-02,2.05665511937e-04,-8.12842032367e-04
1.28125000000e+00,5.00000000000e-01,2.45102209751e-02,1.75697932709e-04,-1.07755059553e-04
1.39062500000e+00,6.25000000000e-01,1.39032980316e-02,8.81648116779e-05,2.31988268141e-04
8.43750000000e-01,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,7.50000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
8.43750000000e-01,1.25000000000e-01,1.39627177021e-02,4.94456937257e-05,-1.28251055765e-03
9.53125000000e-01,2.50000000000e-01,2.68739954946e-02,1.83504698871e-04,-1.50700296536e-03
1.06250000000e+00,3.75000000000e-01,3.46135101540e-02,2.62591773876e-04,-9.49791454635e-04
1.17187500000e+00,5.00000000000e-01,3.45248118323e-02,2.50400157791e-04,-1.20946534971e-04
1.28125000000e+00,6.25000000000e-01,2.62388762664e-02,1.66579984529e-04,4.49142307800e-04
1.39062500000e+00,7.50000000000e-01,1.24996455063e-02,6.24621830476e-05,4.39223737817e-04
7.34375000000e-01,-2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,8.75000000000e-01,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
7.34375000000e-01,1.25000000000e-01,1.48293056736e-02,3.04108416167e-05,-1.25378973126e-03
8.43750000000e-01,2.50000000000e-01,2.96532246796e-02,2.08285613567e-04,-1.55138829666e-03
9.53125000000e-01,3.75000000000e-01,4.01259055299e-02,3.18924138288e-04,-1.02569669505e-03
1.06250000000e+00,5.00000000000e-01,4.29872104399e-02,3.21359709193e-04,-1.16206190008e-04
1.17187500000e+00,6.25000000000e-01,3.69663135950e-02,2.38122063454e-04,6.39709469812e-04
1.28125000000e+00,7.50000000000e-01,2.36066673472e-02,1.20032750508e-04,8.29157259846e-04
1.39062500000e+00,8.75000000000e-01,8.08665053859e-03,2.59249490484e-05,4.11905264949e-04
6.25000000000e-01,2.69278508947e-18,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
1.50000000000e+00,1.00000000000e+00,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00
