x,y,T,ux,uy,qn,tx,ty
6.25000000000e-01,3.12500000000e-02,4.29311848725e-03,-1.09654766315e-04,-2.95168869737e-04,6.24106556751e-03,-5.85980111224e+00,-8.23007234647e-01
6.25000000000e-01,6.25000000000e-02,8.83831258276e-03,-2.94890308994e-04,-5.51352885182e-04,1.32257696203e-02,-5.22309855983e+00,-1.29640304246e+00
6.25000000000e-01,9.37500000000e-02,1.35964141050e-02,-5.35127836112e-04,-7.68553731574e-04,2.02051501777e-02,-5.02719753341e+00,-1.87177516057e+00
6.25000000000e-01,1.25000000000e-01,1.85117472933e-02,-8.02066641890e-04,-9.34304811941e-04,2.72721980705e-02,-5.01688060483e+00,-2.14144374157e+00
6.25000000000e-01,1.56250000000e-01,2.35300244632e-02,-1.07731111657e-03,-1.05032781114e-03,3.43769734617e-02,-5.11082719046e+00,-2.28280034944e+00
6.25000000000e-01,1.87500000000e-01,2.85970943312e-02,-1.33446272524e-03,-1.12073597531e-03,4.14537906649e-02,-4.87876571410e+00,-2.41903294743e+00
6.25000000000e-01,2.18750000000e-01,3.36588102814e-02,-1.59501352184e-03,-1.15069641351e-03,4.84368760951e-02,-5.41617744195e+00,-3.02648743918e+00
6.25000000000e-01,2.50000000000e-01,3.86610164864e-02,-1.81504946739e-03,-1.10788390887e-03,5.52603933194e-02,-5.83887348819e+00,-2.73776316904e+00
6.25000000000e-01,2.81250000000e-01,4.35495475763e-02,-1.96967243024e-03,-1.00180118515e-03,6.18585014276e-02,-5.78614864329e+00,-2.22259751554e+00
6.25000000000e-01,3.12500000000e-01,4.82702306260e-02,-2.05713072060e-03,-8.40362749113e-04,6.81653587775e-02,-5.43410350401e+00,-1.80186641097e+00
6.25000000000e-01,3.43750000000e-01,5.27688871295e-02,-2.08238445791e-03,-6.14371512179e-04,7.41151223776e-02,-4.93631395916e+00,-5.66101562399e-01
6.25000000000e-01,3.75000000000e-01,5.69913346004e-02,-2.05130075746e-03,-3.61961699482e-04,7.96419468220e-02,-4.51223801180e+00,4.13186440317e-03
6.25000000000e-01,4.06250000000e-01,6.08833878283e-02,-1.93878207690e-03,-6.87414901386e-05,8.46799833111e-02,-3.35868204014e+00,1.32841336200e+00
6.25000000000e-01,4.37500000000e-01,6.43908598747e-02,-1.77694518710e-03,2.27860392399e-04,8.91633787319e-02,-2.32328519746e+00,1.91490822499e+00
6.25000000000e-01,4.68750000000e-01,6.74595628906e-02,-1.57849985735e-03,5.33928507719e-04,9.30262747438e-02,-1.73257788879e+00,2.55032673862e+00
6.25000000000e-01,5.00000000000e-01,7.00353088186e-02,-1.29910184418e-03,8.54003867742e-04,9.62028068130e-02,-7.36171656848e-03,3.92673093911e+00
6.25000000000e-01,5.31250000000e-01,7.20639100339e-02,-1.00637881045e-03,1.13752828348e-03,9.86271031385e-02,9.92755969352e-01,3.94253413978e+00
6.25000000000e-01,5.62500000000e-01,7.34911799733e-02,-6.77204296465e-04,1.41288663310e-03,1.00233283407e-01,2.20015552348e+00,4.68952921532e+00
6.25000000000e-01,5.93750000000e-01,7.42629338044e-02,-3.37526746073e-04,1.65033485327e-03,1.00955457293e-01,2.87923639349e+00,4.64222146454e+00
6.25000000000e-01,6.25000000000e-01,7.43249891997e-02,4.69756339987e-05,1.87370986826e-03,1.00727722583e-01,4.22730527757e+00,5.43325448705e+00
6.25000000000e-01,6.56250000000e-01,7.36231673093e-02,4.60504285226e-04,2.04828275567e-03,9.94841627654e-02,6.23656742877e+00,5.77615772216e+00
6.25000000000e-01,6.87500000000e-01,7.21032940794e-02,8.32792939855e-04,2.14877151037e-03,9.71588437968e-02,7.28447993077e+00,4.89679572450e+00
6.25000000000e-01,7.18750000000e-01,6.97112021709e-02,1.17634064922e-03,2.20963865753e-03,9.36858096430e-02,8.30109596900e+00,4.94689649554e+00
6.25000000000e-01,7.50000000000e-01,6.63927339541e-02,1.46582527864e-03,2.18803053309e-03,8.89990758222e-02,8.90034555490e+00,3.85743676173e+00
6.25000000000e-01,7.81250000000e-01,6.20937465450e-02,1.70396969974e-03,2.10285701008e-03,8.30326194548e-02,9.56883622813e+00,2.97727500045e+00
6.25000000000e-01,8.12500000000e-01,5.67601210571e-02,1.85558853964e-03,1.93744339250e-03,7.57203613385e-02,9.76459456314e+00,1.24329102964e+00
6.25000000000e-01,8.43750000000e-01,5.03377816125e-02,1.88501372800e-03,1.70966245502e-03,6.69961218866e-02,8.89654766590e+00,-4.38365329809e-01
6.25000000000e-01,8.75000000000e-01,4.27727408378e-02,1.80663963764e-03,1.41729590435e-03,5.67933910330e-02,7.82635547559e+00,-2.33095760284e+00
6.25000000000e-01,9.06250000000e-01,3.40112295896e-02,1.58124975830e-03,1.05607111366e-03,4.50449646106e-02,5.60659844061e+00,-5.08936436863e+00
6.25000000000e-01,9.37500000000e-01,2.40002739931e-02,1.21158440810e-03,6.62630676003e-04,3.16408035629e-02,2.45455171967e+00,-7.82701739731e+00
6.25000000000e-01,9.68750000000e-01,1.26917998137e-02,6.62282251450e-04,2.71917554325e-04,1.60549845005e-02,-2.66722724942e+00,-1.12542406966e+01
