x,y,T,ux,uy,qn,tx,ty
6.25000000000e-01,6.73196272368e-19,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00,-7.40518291596e-03,5.75368403615e+00,9.01907166015e-01
6.25000000000e-01,3.12500000000e-02,4.29311851942e-03,-1.09654742013e-04,-2.95168657283e-04,-7.40518291596e-03,5.75368403615e+00,9.01907166015e-01
6.25000000000e-01,6.25000000000e-02,8.83831264618e-03,-2.94890263647e-04,-5.51352493263e-04,-1.32248823690e-02,5.29656480137e+00,1.31340000521e+00
6.25000000000e-01,9.37500000000e-02,1.35964141996e-02,-5.35127737507e-04,-7.68553172959e-04,-2.02197613795e-02,5.05812702574e+00,1.82082610255e+00
6.25000000000e-01,1.25000000000e-01,1.85117474191e-02,-8.02066445842e-04,-9.34304104728e-04,-2.72784859386e-02,5.03425660599e+00,2.12006074947e+00
6.25000000000e-01,1.56250000000e-01,2.35300246201e-02,-1.07731078123e-03,-1.05032698584e-03,-3.43723136820e-02,5.05649163910e+00,2.28194946974e+00
6.25000000000e-01,1.87500000000e-01,2.85970945190e-02,-1.33446221823e-03,-1.12073507343e-03,-4.14381685849e-02,5.00701110293e+00,2.49757365209e+00
6.25000000000e-01,2.18750000000e-01,3.36588104994e-02,-1.59501282380e-03,-1.15069548364e-03,-4.84102812395e-02,5.39705897608e+00,2.87712834515e+00
6.25000000000e-01,2.50000000000e-01,3.86610167339e-02,-1.81504857295e-03,-1.10788300222e-03,-5.52228249420e-02,5.75963854694e+00,2.70002694480e+00
6.25000000000e-01,2.81250000000e-01,4.35495478518e-02,-1.96967134753e-03,-1.00180035159e-03,-6.18099594065e-02,5.73626483933e+00,2.23834024832e+00
6.25000000000e-01,3.12500000000e-01,4.82702309281e-02,-2.05712946967e-03,-8.40362033925e-04,-6.81058428881e-02,5.40981659370e+00,1.66603042393e+00
6.25000000000e-01,3.43750000000e-01,5.27688874563e-02,-2.08238306861e-03,-6.14370953648e-04,-7.40446322178e-02,4.94860408627e+00,6.77025514841e-01
6.25000000000e-01,3.75000000000e-01,5.69913349499e-02,-2.05129926710e-03,-3.61961327254e-04,-7.95604818268e-02,4.39066296877e+00,-1.29805595255e-01
6.25000000000e-01,4.06250000000e-01,6.08833881979e-02,-1.93878052784e-03,-6.87413242816e-05,-8.45875427624e-02,3.37838031226e+00,-1.20544917541e+00
6.25000000000e-01,4.37500000000e-01,6.43908602617e-02,-1.77694362455e-03,2.27860341778e-04,-8.90599617596e-02,2.39740499665e+00,-1.92306363099e+00
6.25000000000e-01,4.68750000000e-01,6.74595632921e-02,-1.57849832739e-03,5.33928240493e-04,-9.29118803173e-02,1.54349742045e+00,-2.67382694983e+00
6.25000000000e-01,5.00000000000e-01,7.00353092313e-02,-1.29910039198e-03,8.54003393588e-04,-9.60774337231e-02,1.28214970307e-01,-3.69996766538e+00
6.25000000000e-01,5.31250000000e-01,7.20639104543e-02,-1.00637747862e-03,1.13752762163e-03,-9.84907499688e-02,-1.02730052884e+00,-4.06440371998e+00
6.25000000000e-01,5.62500000000e-01,7.34911803979e-02,-6.77203123221e-04,1.41288581205e-03,-1.00085948492e-01,-2.11210125444e+00,-4.55715005825e+00
6.25000000000e-01,5.93750000000e-01,7.42629342291e-02,-3.37525763227e-04,1.65033391027e-03,-1.00797138654e-01,-2.99073458053e+00,-4.78194956931e+00
6.25000000000e-01,6.25000000000e-01,7.43249896203e-02,4.69764034589e-05,1.87370884842e-03,-1.00558417841e-01,-4.33750563258e+00,-5.35857041361e+00
6.25000000000e-01,6.56250000000e-01,7.36231677215e-02,4.60504829869e-04,2.04828171037e-03,-9.93038690028e-02,-6.07634506702e+00,-5.57245025293e+00
6.25000000000e-01,6.87500000000e-01,7.21032944787e-02,8.32793262635e-04,2.14877049451e-03,-9.69675573530e-02,-7.27926719642e+00,-5.05170842733e+00
6.25000000000e-01,7.18750000000e-01,6.97112025526e-02,1.17634076977e-03,2.20963772529e-03,-9.34835257819e-02,-8.23153852854e+00,-4.75697061491e+00
6.25000000000e-01,7.50000000000e-01,6.63927343133e-02,1.46582523401e-03,2.18802973207e-03,-8.87857881499e-02,-8.91188911758e+00,-3.89231924480e+00
6.25000000000e-01,7.81250000000e-01,6.20937468767e-02,1.70396954214e-03,2.10285637442e-03,-8.28083185912e-02,-9.49005011699e+00,-2.83496963482e+00
6.25000000000e-01,8.12500000000e-01,5.67601213562e-02,1.85558833011e-03,1.93744293639e-03,-7.54850305625e-02,-9.58729517994e+00,-1.25200994000e+00
6.25000000000e-01,8.43750000000e-01,5.03377818740e-02,1.88501352601e-03,1.70966216900e-03,-6.67497061317e-02,-8.86285707353e+00,4.73523782700e-01
6.25000000000e-01,8.75000000000e-01,4.27727410565e-02,1.80663948868e-03,1.41729575686e-03,-5.65357746326e-02,-7.63476066175e+00,2.47526204969e+00
6.25000000000e-01,9.06250000000e-01,3.40112297610e-02,1.58124968334e-03,1.05607105901e-03,-4.47690084349e-02,-5.45121566132e+00,5.08590667325e+00
6.25000000000e-01,9.37500000000e-01,2.40002741125e-02,1.21158439886e-03,6.62630667329e-04,-3.12771935741e-02,-2.12626189727e+00,7.94194623107e+00
6.25000000000e-01,9.68750000000e-01,1.26917998769e-02,6.62282274065e-04,2.71917557663e-04,-1.86526207732e-02,1.81359817626e+00,1.06830367289e+01
6.25000000000e-01,1.00000000000e+00,0.00000000000e+00,0.00000000000e+00,0.00000000000e+00,-1.86526207732e-02,1.81359817626e+00,1.06830367289e+01
