x,y,T,ux,uy,qn,tx,ty
6.250000000000000e-01,2.556818181818182e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,2.670454545454545e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,2.784090909090909e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,2.897727272727273e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.011363636363636e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.125000000000000e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.238636363636364e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.352272727272727e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.465909090909091e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.579545454545455e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.693181818181818e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
6.250000000000000e-01,3.806818181818182e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00,-0.000000000000000e+00
