x,y,T,ux,uy,qn,tx,ty
6.250000000000e-01,2.556818181818e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.563888171488e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,2.670454545455e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.807948088843e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,2.784090909091e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.040386105372e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,2.897727272727e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.261202221074e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.011363636364e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.470396435950e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.125000000000e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.667968750000e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.238636363636e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.853919163223e-02,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.352272727273e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.002824767562e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.465909090909e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.019095428719e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.579545454545e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.034203899793e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.693181818182e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.048150180785e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.806818181818e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.060934271694e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,3.920454545455e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.072556172521e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.034090909091e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.083015883264e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.147727272727e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.092313403926e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.261363636364e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.100448734504e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.375000000000e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.107421875000e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.488636363636e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.113232825413e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.602272727273e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.117881585744e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.715909090909e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.121368155992e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.829545454545e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.123692536157e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,4.943181818182e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.124854726240e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,5.056818181818e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.124854726240e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,5.170454545455e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.123692536157e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,5.284090909091e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.121368155992e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,5.397727272727e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.117881585744e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,5.511363636364e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.113232825413e-01,0.000000000000e+00,0.000000000000e+00
6.250000000000e-01,5.625000000000e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.107421875000e-01,0.000000000000e+00,0.000000000000e+00
